Player	Team	Position	Floor	Mean	Ceiling	SD	Risk	VOR	"Drop Off"	Tier	ADP
Mike Evans	TB	WR	11.4	13.6	17	2.42	5.25	0.286	4
Miles Sanders	PHI	RB	11.9	13.4	16	1.64	4.02	0.178	5
Jarvis Landry	CLE	WR	11.4	13.3	17.3	2.34	5.37	0.0599	4
Melvin Gordon	DEN	RB	11.6	13.2	16.5	1.94	4.93	0.464	5
Allen Robinson	CHI	WR	11.9	13.2	15.7	1.61	3.6	0.293	4
Terry McLaurin	WAS	WR	10.2	12.9	17.3	2.99	5.69	0.185	4
Damien Harris	NE	RB	10.3	12.8	16	2.48	5.71	0.01	5
Darrell Henderson	LAR	RB	9.7	12.8	16.3	2.31	5.4	0.593	5
Brandin Cooks	HOU	WR	10.4	12.7	16.1	2.47	5.23	0.0265	4
Tee Higgins	CIN	WR	10.2	12.7	16.1	2.37	5	0.375	4
George Kittle	SF	TE	10.8	12.6	15	1.72	4.45	1.37	3
Julio Jones	TEN	WR	10.2	12.3	16	2.69	5.55	0.0432	4
Antonio Brown	TB	WR	8.85	12.3	14.5	2.29	5.04	0.0511	4
D.J. Moore	CAR	WR	10.4	12.3	16.1	2.5	5.57	0.0964	5
Myles Gaskin	MIA	RB	9.78	12.2	13.7	1.61	4.24	0.633	6
Ja'Marr Chase	CIN	WR	8.92	12.2	16.2	2.66	5.4	0.24	5
Marvin Jones	JAC	WR	9.64	11.9	15	2.38	5.25	0.11	5
Corey Davis	NYJ	WR	9.35	11.8	15.1	2.16	4.89	0.0236	5
Robert Woods	LAR	WR	10.4	11.8	13.5	1.3	3.5	0.0472	5
Chase Claypool	PIT	WR	9.86	11.7	14.6	2.22	4.86	0.307	5
Clyde Edwards-Helaire	KC	RB	10.7	11.5	14	1.48	3.65	0.05	6
Kareem Hunt	CLE	RB	7.72	11.5	14.6	2.59	6.05	0.0227	6
Ty'Son Williams	BAL	RB	9.93	11.5	12.9	1.53	4.34	0.0555	6
Chase Edmonds	ARI	RB	10.5	11.4	12.8	0.916	3.28	0.445	6
Sterling Shepard	NYG	WR	7.99	11.4	16.6	3.17	6.78	0.0398	5
Mike Williams	LAC	WR	9.32	11.4	14.4	1.88	4.61	0.0963	5
Marquise Brown	BAL	WR	9.3	11.3	15.1	2.49	5.66	0.176	5
Mark Andrews	BAL	TE	9.85	11.2	14.3	2.02	5.15	0.803	3
Jakobi Meyers	NE	WR	8.97	11.1	16	3.27	6.69	0.0274	5
DeVonta Smith	PHI	WR	7.68	11.1	15.6	3.28	6.32	0.0398	5
Mike Davis	ATL	RB	8.05	11	13.4	2.19	5.74	0.0298	6
Laviska Shenault	JAC	WR	8.94	11	17.2	3.95	8.02	0.406	5
James Robinson	JAC	RB	8.86	10.9	13.4	1.98	5.56	0.798	7
Robby Anderson	CAR	WR	8.43	10.6	14.6	2.63	6.15	0.112	6
Cole Beasley	BUF	WR	8.76	10.5	13.4	1.99	4.94	0.0386	6
Courtland Sutton	DEN	WR	7.75	10.5	11.7	1.77	4.33	0.0325	6
DeVante Parker	MIA	WR	7.81	10.5	15.5	3.31	6.93	0.318	6
T.J. Hockenson	DET	TE	7.98	10.4	14.7	2.52	6.03	0.482	4
Javonte Williams	DEN	RB	4.64	10.1	14.8	3.91	8.12	0.181	7
JuJu Smith-Schuster	PIT	WR	7.44	10.1	12.1	1.94	4.45	0.256	6
Josh Jacobs	LVR	RB	6.91	9.96	12.4	1.91	4.97	0.863	7
Noah Fant	DEN	TE	7.57	9.94	12.8	1.81	4.89	0.202	4
Kenny Golladay	NYG	WR	9.05	9.88	12.3	1.43	3.84	0.129	6
Marquez Callaway	NO	WR	7.99	9.76	13.3	2.37	5.68	0.129	6
