Player	Team	Position	Floor	Mean	Ceiling	SD	Risk	"Drop Off"	Tier	ADP
Josh Allen	BUF	QB	24.6	25.5	26.3	0.742	3.41	0.231	1
Patrick Mahomes	KC	QB	23.5	25.2	26.7	1.3	3.54	1.4	2
Lamar Jackson	BAL	QB	21.9	23.8	25	1.29	4.18	1.96	3
Kyler Murray	ARI	QB	20.6	21.9	23.3	1.21	4.57	0.473	3
Tom Brady	TB	QB	20.3	21.4	22.5	0.906	3.91	0.0731	3
Justin Herbert	LAC	QB	20.8	21.3	21.8	0.406	3.83	0.426	4
Jalen Hurts	PHI	QB	19.8	20.9	22.2	1.07	4.97	0.749	4
Joe Burrow	CIN	QB	18.3	20.1	22.4	1.59	3.97	0.129	4
Dak Prescott	DAL	QB	18	20	21.1	1.31	4.56	0.231	5
Aaron Rodgers	GB	QB	18.6	19.8	20.8	0.992	3.99	0.0935	5
Matthew Stafford	LAR	QB	18.3	19.7	20.7	0.885	3.91	0.541	5
Taylor Heinicke	WAS	QB	18.2	19.1	20.4	0.984	4.75	0.181	5
Carson Wentz	IND	QB	17.8	19	20.4	1.2	5.29	0.515	6
Christian McCaffrey	CAR	RB	17.9	19	21.2	1.55	10.5	1.37	1
Davante Adams	GB	WR	17.5	18.9	20	0.998	3.49	2.07	1
Tua Tagovailoa	MIA	QB		18.4			7.74	0.501	6
Kirk Cousins	MIN	QB	16.3	17.9	19.4	1.38	6.14	0.0656	6
Sam Darnold	CAR	QB	16.5	17.9	20.5	1.7	4.29	0.613	7
Derrick Henry	TEN	RB	14.7	17.6	20.3	2.29	5.74	0.094	1
Austin Ekeler	LAC	RB	16.6	17.5	18.4	0.718	3.53	1.24	2
Ryan Tannehill	TEN	QB	15.1	17.3	18.5	1.63	5.45	0.402	7
Baker Mayfield	CLE	QB	15.5	16.9	19	1.58	5.1	0.0301	7
Derek Carr	LVR	QB	15.4	16.8	18.4	1.32	4.68	0.00473	7
Teddy Bridgewater	DEN	QB	16	16.8	17.9	0.812	5.14	0.0145	7
Trevor Lawrence	JAC	QB	15.5	16.8	18	1.07	3.89	0.0615	7
Ben Roethlisberger	PIT	QB	16	16.8	18.3	1.12	5.74	0.216	8
