,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,%Play,Comp%,Comp,ATT,YPA,Yards,TDs,Ints,Att,Rush,TDs,
Jake Funk,3,LAR,11,RB,0.06,26.00,4.3,4.2,109.0,0.2,0.02,1.15,6.8,6.2,7,0.0
Otis Anderson,4,LAR,11,RB,0.00,0.00,4.1,4.0,0.0,0.0,0.00,0.00,7.1,6.5,0,0.0
Matthew Stafford,,LAR,11,QB,0.08,34.67,3.5,3.4,117.6,0.0,,,,,,
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,% ATT,ATT,YPA,YPAA,Rush,TDs,%Ctch,Catch,YPC,YPCA,REC,TDs
Los Angeles REC WR,,LAR,11,WR,0.05,22.00,6.6,4.2,146.1,0.6,0.64,246.35,12.1,12.6,2973,18.0
Cooper Kupp,1,LAR,11,WR,0.00,2.00,7.2,7.1,14.2,0.0,0.38,93.61,12.6,12.3,1150,8.0
Robert Woods,2,LAR,11,WR,0.05,20.00,6.7,6.6,131.9,1.0,0.37,91.15,11.5,11.2,1019,6.0
Van Jefferson,3,LAR,11,WR,0.00,0.00,6.5,6.4,0.0,0.0,0.15,36.95,12.1,11.8,435,2.0
DeSean Jackson,4,LAR,11,WR,0.00,0.00,4.7,4.6,0.0,0.0,0.10,24.63,15.3,15.0,369,2.0
Tutu Atwel,5,LAR,11,WR,0.00,0.00,5.1,5.0,0.0,0.0,0.00,0.00,13.3,13.0,0,0.0
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,% ATT,ATT,YPA,YPAA,Rush,TDs,%Ctch,Catch,YPC,YPCA,REC,TDs
Los Angeles REC TE,,LAR,11,TE,0.00,0.00,0.0,4.2,0.0,0.0,0.21,80.83,10.3,10.8,836,7.0
Tyler Higbee,1,LAR,11,TE,0.00,0.00,8.0,7.9,0.0,0.0,0.72,58.20,10.9,10.3,599,5.0
Brycen Hopkins,2,LAR,11,TE,0.00,0.00,8.0,7.9,0.0,0.0,0.28,22.63,11.1,10.5,237,2.0
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,%Play,Comp%,Comp,ATT,YPA,Yards,TDs,Ints,Att,Rush,TDs,
Miami Passing,,MIA,14,QB,100.00,65%,364.3,560.0,7.9,4432.2,27.04,12.00,57,171,2.00,
Tua Tagovailoa,1,MIA,14,QB,0.95,65%,346.1,532.0,8.0,4255.5,27.00,11.00,57,171,2.00,
Jacoby Brissett,2,MIA,14,QB,0.05,63%,17.6,28.0,6.8,190.4,1.35,0.60,7,28,0.00,
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,% ATT,ATT,YPA,YPAA,Rush,TDs,%Ctch,Catch,YPC,YPCA,REC,TDs
Miami Rushing,,MIA,14,RB,100.00,408.57,4.0,4.3,1792.6,13.0,0.21,76.50,6.9,7.4,529,3.0
Myles Gaskin,1,MIA,14,RB,0.54,220.63,4.1,4.0,881.1,7.0,0.66,50.49,7.8,7.2,364,2.0
Salvon Ahmed,2,MIA,14,RB,0.12,49.03,4.1,4.0,195.8,1.0,0.04,3.06,6.0,5.4,17,0.0
Malcolm Brown,3,MIA,14,RB,0.14,57.20,4.0,3.9,222.7,3.0,0.25,19.13,7.0,6.4,122,1.0
Gerrid Doaks,4,MIA,14,RB,0.06,24.51,3.9,3.8,93.0,0.0,0.05,3.83,7.6,7.0,27,0.0
Tua Tagovailoa,,MIA,14,QB,0.14,57.20,3.1,3.0,171.2,2.0,,,,,,
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,% ATT,ATT,YPA,YPAA,Rush,TDs,%Ctch,Catch,YPC,YPCA,REC,TDs
Miami REC WR,,MIA,14,WR,0.09,38.00,6.0,4.0,228.8,1.2,0.55,200.36,14.2,12.6,2854,17.0
DeVante Parker,1,MIA,14,WR,0.00,0.00,5.7,5.6,0.0,0.0,0.38,76.14,12.7,12.4,943,6.0
Will Fuller,2,MIA,14,WR,0.00,0.00,5.6,5.5,0.0,0.0,0.29,58.10,15.1,14.8,859,6.0
Jaylen Waddle,3,MIA,14,WR,0.02,8.00,11.1,11.0,87.9,0.3,0.25,50.09,17.3,17.0,851,4.0
Preston Williams,4,MIA,14,WR,0.00,0.00,7.1,7.0,0.0,0.0,0.06,12.02,14.0,13.7,164,1.0
Jakeem Grant,5,MIA,14,WR,0.07,30.00,4.8,4.7,140.8,0.0,0.02,4.01,9.7,9.4,38,0.0
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,% ATT,ATT,YPA,YPAA,Rush,TDs,%Ctch,Catch,YPC,YPCA,REC,TDs
Miami REC TE,,MIA,14,TE,0.00,0.00,0.0,4.0,0.0,0.0,0.24,87.43,12.0,10.8,1049,7.0
Mike Gesicki,1,MIA,14,TE,0.00,0.00,8.0,7.9,0.0,0.0,0.76,66.45,12.9,12.3,816,6.0
Hunter Long,2,MIA,14,TE,0.00,0.00,8.0,7.9,0.0,0.0,0.24,20.98,11.7,11.1,233,1.0
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,%Play,Comp%,Comp,ATT,YPA,Yards,TDs,Ints,Att,Rush,TDs,
Minnesota Passing,,MIN,7,QB,100.00,69%,376.7,543.5,8.1,4414.2,29.10,14.00,39,92,1.00,
Kirk Cousins,1,MIN,7,QB,0.97,69%,365.4,527.2,8.1,4296.2,29.00,13.00,39,92,1.00,
Kellen Mond,2,MIN,7,QB,0.03,63%,10.3,16.3,7.0,114.1,0.87,0.42,0,0,0.00,
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,% ATT,ATT,YPA,YPAA,Rush,TDs,%Ctch,Catch,YPC,YPCA,REC,TDs
Minnesota Rushing,,MIN,7,RB,100.00,482.82,4.3,4.3,2116.8,19.2,0.23,86.63,7.7,7.4,669,4.0
Dalvin Cook,1,MIN,7,RB,0.61,294.52,4.7,4.6,1352.9,15.0,0.74,64.11,8.5,7.9,507,3.0
Alexander Mattison,2,MIN,7,RB,0.25,120.70,4.4,4.3,518.2,3.0,0.17,14.73,8.3,7.7,113,1.0
Kene Nwangwu,3,MIN,7,RB,0.04,19.31,4.3,4.2,81.0,0.0,0.09,7.80,6.9,6.3,49,0.0
Ameer Abdullah,4,MIN,7,RB,0.02,9.66,4.5,4.4,42.4,0.0,0.00,0.00,7.8,7.2,0,0.0
Kirk Cousins,,MIN,7,QB,0.08,38.63,2.5,2.4,92.4,1.0,,,,,,
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,% ATT,ATT,YPA,YPAA,Rush,TDs,%Ctch,Catch,YPC,YPCA,REC,TDs
Minnesota REC WR,,MIN,7,WR,0.01,5.00,6.0,4.3,29.9,0.2,0.62,233.53,13.2,12.6,3089,19.0
Justin Jefferson,1,MIN,7,WR,0.00,2.00,6.8,6.7,13.4,0.0,0.45,105.09,14.6,14.3,1501,8.0
Adam Thielen,2,MIN,7,WR,0.01,3.00,5.6,5.5,16.5,0.0,0.38,88.74,12.2,11.9,1054,8.0
K.J. Osborn,3,MIN,7,WR,0.00,0.00,6.7,6.6,0.0,0.0,0.12,28.02,14.4,14.1,395,2.0
Ihmir Smith-Marsette,4,MIN,7,WR,0.00,0.00,7.1,7.0,0.0,0.0,0.05,11.68,12.3,12.0,140,1.0
Dede Westbrook,5,MIN,7,WR,0.00,0.00,6.5,6.4,0.0,0.0,0.00,0.00,10.7,10.4,0,0.0
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,% ATT,ATT,YPA,YPAA,Rush,TDs,%Ctch,Catch,YPC,YPCA,REC,TDs
Minnesota REC TE,,MIN,7,TE,0.00,0.00,0.0,4.3,0.0,0.0,0.15,56.50,11.6,10.8,656,6.0
Chris Herndon,1,MIN,7,TE,0.00,0.00,8.0,7.9,0.0,0.0,0.60,33.90,12.3,11.7,396,4.0
Tyler Conklin,2,MIN,7,TE,0.00,0.00,8.0,7.9,0.0,0.0,0.40,22.60,12.1,11.5,260,2.0
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,%Play,Comp%,Comp,ATT,YPA,Yards,TDs,Ints,Att,Rush,TDs,
New England Passing,,NE,14,QB,100.00,67%,384.9,576.5,7.2,4178.3,28.07,11.00,40,81,1.00,
Mac Jones,1,NE,14,QB,0.96,67%,369.5,553.5,7.2,4011.9,27.00,10.00,40,81,1.00,
Jarrett Stidham,2,NE,14,QB,0.04,63%,14.5,23.1,7.0,161.4,1.00,1.00,22,46,0.00,
,,,,,,,,,,,,,,,,
Players,Rank,Team,BYE,POS,% ATT,ATT,YPA,YPAA,Rush,TDs,%Ctch,Catch,YPC,YPCA,REC,TDs
New England Rushing,,NE,14,RB,100.00,449.82,3.6,4.3,1639.9,18.0,0.21,80.83,7.3,7.4,590,3.0
Damien Harris,1,NE,14,RB,0.44,197.92,4.5,4.4,869.6,8.0,0.16,12.93,8.4,7.8,101,0.0
Rhamondre Stevenson,2,NE,14,RB,0.25,112.45,4.4,4.3,482.8,7.0,0.20,16.17,7.8,7.2,116,0.0
James White,3,NE,14,RB,0.11,49.48,3.9,3.8,187.7,2.0,0.64,51.73,7.8,7.2,373,3.0
J.J. Taylor,4,NE,14,RB,0.00,0.00,4.2,4.1,0.0,0.0,0.00,0.00,7.2,6.6,0,0.0
Mac Jones,,NE,14,QB,0.09,40.48,2.1,2.0,80.7,1.0,,,,,,
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,% ATT,ATT,YPA,YPAA,Rush,TDs,%Ctch,Catch,YPC,YPCA,REC,TDs
New England REC WR,,NE,14,WR,0.01,3.48,5.5,3.8,19.1,0.1,0.51,196.31,12.4,12.6,2438,15.0
Jakobi Meyers,1,NE,14,WR,0.00,1.74,4.7,4.6,8.0,0.1,0.41,80.49,12.6,12.3,988,5.0
Nelson Agholor,2,NE,14,WR,0.00,1.74,6.5,6.4,11.1,0.1,0.24,47.11,14.0,13.7,645,5.0
N'Keal Harry,3,NE,14,WR,0.00,0.00,6.5,6.4,0.0,0.0,0.15,29.45,12.1,11.8,347,2.0
Kendrick Bourne,4,NE,14,WR,0.00,0.00,6.6,6.5,0.0,0.0,0.20,39.26,12.0,11.7,459,3.0
Gunner  Olszewski,5,NE,14,WR,0.00,0.00,6.6,6.5,0.0,0.0,0.00,0.00,15.2,14.9,0,0.0
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,% ATT,ATT,YPC,YPCA,REC,TDs,%Ctch,Catch,YPC,YPC,REC,TDs
New England REC TE,,NE,14,TE,0.00,0.00,0.0,3.8,0.0,0.0,0.28,107.78,10.7,10.8,1150,10.0
Hunter Henry,1,NE,14,TE,0.00,0.00,8.0,7.9,0.0,0.0,0.54,58.20,11.7,11.1,645,4.5
Jonnu Smith,2,NE,14,TE,0.00,0.00,8.0,7.9,0.0,0.0,0.46,49.58,10.8,10.2,505,5.5
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,%Play,Comp%,Comp,ATT,YPA,Yards,TDs,Ints,Att,Rush,TDs,
New Orleans Passing,,NO,6,QB,100.00,67%,372.5,560.0,7.2,4013.1,27.04,15.00,95,502,2.00,
Jameis Winston,1,NO,6,QB,0.75,67%,279.4,420.0,7.3,3086.6,21.00,12.00,95,502,2.00,
Taysom Hill,2,NO,6,QB,0.25,63%,88.2,140.0,8.0,1120.0,6.00,3.00,50,270,3.00,
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,% ATT,ATT,YPA,YPAA,Rush,TDs,%Ctch,Catch,YPC,YPCA,REC,TDs
New Orleans Rushing,,NO,6,RB,100.00,474.57,4.6,4.3,2277.9,24.0,0.28,104.31,7.7,7.4,801,3.0
Alvin Kamara,1,NO,6,RB,0.44,208.81,4.6,4.5,938.3,13.0,0.73,76.15,8.7,8.1,617,2.0
Latavius Murray,2,NO,6,RB,0.30,142.37,4.3,4.2,597.0,5.0,0.24,25.03,7.1,6.5,163,1.0
Tony Jones,3,NO,6,RB,0.04,18.98,4.2,4.1,77.7,1.0,0.00,0.00,6.5,5.9,0,0.0
Dwayne Washington,4,NO,6,RB,0.02,9.49,4.0,3.9,37.0,0.0,0.03,3.13,7.3,6.7,21,0.0
Jameis Winston,,NO,6,QB,0.20,94.91,5.4,5.3,502.4,2.0,,,,,,
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,% ATT,ATT,YPA,YPAA,Rush,TDs,%Ctch,Catch,YPC,YPCA,REC,TDs
New Orleans REC WR,,NO,6,WR,0.03,16.16,7.8,4.1,125.5,0.8,0.57,212.35,12.2,12.6,2583,18.0
Michael Thomas,1,NO,6,WR,0.00,0.95,7.2,7.1,6.7,0.0,0.32,67.95,11.3,11.0,746,6.0
Tre'Quan Smith,2,NO,6,WR,0.00,0.00,6.5,6.4,0.0,0.0,0.22,46.72,12.8,12.5,583,4.0
Marquez Callaway,3,NO,6,WR,0.02,9.50,7.8,7.7,73.1,0.0,0.28,59.46,13.7,13.4,796,5.0
Chris Hogan,4,NO,6,WR,0.01,5.71,8.1,8.0,45.6,0.0,0.13,27.61,12.4,12.1,333,2.0
Deonte Harris,5,NO,6,WR,0.00,0.00,8.2,8.1,0.0,0.0,0.05,10.62,12.1,11.8,125,1.0
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,% ATT,ATT,YPA,YPAA,Rush,TDs,%Ctch,Catch,YPC,YPC,REC,TDs
New Orleans REC TE,,NO,6,TE,0.00,0.00,0.0,4.1,0.0,0.0,0.15,55.88,11.3,10.8,629,6.0
Adam Trautman,1,NO,6,TE,0.00,0.00,8.0,7.9,0.0,0.0,0.75,41.91,12.8,12.2,511,4.7
Juwan Johnson,2,NO,6,TE,0.00,0.00,8.0,7.9,0.0,0.0,0.25,13.97,9.1,8.5,119,1.2
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,%Play,Comp%,Comp,ATT,YPA,Yards,TDs,Ints,Att,Rush,TDs,
NY Giants Passing,,NYG,10,QB,100.00,65%,376.7,576.5,7.1,4120.2,26.01,13.00,74,412,3.00,
Daniel Jones,1,NYG,10,QB,0.96,65%,361.6,553.5,7.1,3956.6,26.00,12.00,74,412,3.00,
Mike Glennon,2,NYG,10,QB,0.04,59%,13.6,23.1,6.7,154.5,1.04,0.52,0,0,0.00,
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,% ATT,ATT,YPA,YPAA,Rush,TDs,%Ctch,Catch,YPC,YPCA,REC,TDs
NY Giants Rushing,,NYG,10,RB,100.00,433.32,4.5,4.3,2050.6,14.0,0.18,67.80,7.4,7.4,501,3.0
Saquon Barkley,1,NYG,10,RB,0.58,251.32,4.4,4.3,1079.1,10.0,0.87,58.99,8.2,7.6,448,3.0
Devontae Booker,2,NYG,10,RB,0.22,95.33,4.1,4.0,380.7,1.0,0.10,6.78,6.5,5.9,40,0.0
Gary Brightwell,3,NYG,10,RB,0.03,13.00,4.0,3.9,50.6,0.0,0.03,2.03,7.0,6.4,13,0.0
Dexter Williams,4,NYG,10,RB,0.00,0.00,3.8,3.7,0.0,0.0,0.00,0.00,6.8,6.2,0,0.0
Daniel Jones,,NYG,10,QB,0.17,73.66,5.7,5.6,412.0,3.0,,,,,,
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,% ATT,ATT,YPA,YPAA,Rush,TDs,%Ctch,Catch,YPC,YPCA,REC,TDs
NY Giants REC WR,,NYG,10,WR,0.04,17.99,7.1,3.9,128.2,0.6,0.59,222.23,12.6,12.6,2791,16.0
Kenny Golladay,1,NYG,10,WR,0.00,0.00,6.5,6.4,0.0,0.0,0.33,73.34,13.7,13.4,981,7.0
Sterling Shepard,2,NYG,10,WR,0.01,6.00,8.1,8.0,47.9,0.0,0.30,66.67,10.3,10.0,665,4.0
Darius Slayton,3,NYG,10,WR,0.00,0.00,7.1,7.0,0.0,0.0,0.24,53.34,14.8,14.5,772,4.0
Kadarius Toney,4,NYG,10,WR,0.03,12.00,6.8,6.7,80.3,0.2,0.13,28.89,13.2,12.9,372,1.0
John Ross,5,NYG,10,WR,0.00,0.00,5.3,5.2,0.0,0.0,0.00,0.00,14.3,14.0,0,0.0
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,% ATT,ATT,YPA,YPAA,Rush,TDs,%Ctch,Catch,YPC,YPCA,REC,TDs
NY Giants REC TE,,NYG,10,TE,0.00,0.00,0.0,3.9,0.0,0.0,0.23,86.63,9.6,10.8,828,7.0
Evan Engram,1,NYG,10,TE,0.00,0.00,8.0,7.9,0.0,0.0,0.57,49.38,10.6,10.0,493,4.0
Kyle Rudolph,2,NYG,10,TE,0.00,0.00,8.0,7.9,0.0,0.0,0.43,37.25,9.6,9.0,335,3.0
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,%Play,Comp%,Comp,ATT,YPA,Yards,TDs,Ints,Att,Rush,TDs,
NY Jets Passing,,NYJ,6,QB,100.00,62%,339.5,543.5,6.6,3607.7,21.89,12.00,56,185,2.00,
Zach Wilson,1,NYJ,6,QB,0.95,62%,322.6,516.3,6.8,3510.5,21.00,11.10,56,185,2.00,
Mike White,2,NYJ,6,QB,0.05,60%,16.3,27.2,6.8,184.8,1.09,0.60,0,0,0.00,
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,% ATT,ATT,YPA,YPAA,Rush,TDs,%Ctch,Catch,YPC,YPCA,REC,TDs
NY Jets Rushing,,NYJ,6,RB,100.00,400.32,4.3,4.3,1724.3,11.0,0.18,61.12,6.6,7.4,406,3.0
Michael Carter,1,NYJ,6,RB,0.44,176.14,4.2,4.1,721.0,5.0,0.40,24.45,7.2,6.6,161,2.0
Tevin Coleman,2,NYJ,6,RB,0.37,148.12,3.9,3.8,561.9,4.0,0.42,25.67,7.7,7.1,182,1.0
La'Mical Perine,3,NYJ,6,RB,0.10,40.03,3.9,3.8,151.9,0.0,0.10,6.11,6.1,5.5,34,0.0
Ty Johnson,4,NYJ,6,RB,0.05,20.02,4.3,4.2,83.9,0.0,0.08,4.89,6.4,5.8,28,0.0
Zach Wilson,,NYJ,6,QB,0.14,56.04,3.4,3.3,184.6,2.0,,,,,,
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,% ATT,ATT,YPA,YPAA,Rush,TDs,%Ctch,Catch,YPC,YPCA,REC,TDs
NY Jets REC WR,,NYJ,6,WR,0.01,3.01,7.0,3.8,21.0,0.1,0.68,230.89,12.0,12.6,2780,16.0
Corey Davis,1,NYJ,6,WR,0.01,2.00,7.8,7.7,15.4,0.0,0.31,71.58,13.0,12.7,908,6.0
Jamison Crowder,2,NYJ,6,WR,0.00,1.00,5.7,5.6,5.6,0.0,0.30,69.27,11.3,11.0,761,5.0
Elijah Moore,3,NYJ,6,WR,0.00,0.00,9.7,9.6,0.0,0.0,0.21,48.49,12.2,11.9,576,3.0
Denzel Mims,4,NYJ,6,WR,0.00,0.00,7.1,7.0,0.0,0.0,0.07,16.16,14.0,13.7,221,1.0
Keelan Cole,5,NYJ,6,WR,0.00,0.00,5.3,5.2,0.0,0.0,0.11,25.40,12.7,12.4,314,1.0
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,% ATT,ATT,YPA,YPAA,Rush,TDs,%Ctch,Catch,YPC,YPCA,REC,TDs
NY Jets REC TE,,NYJ,6,TE,0.00,0.00,0.0,3.8,0.0,0.0,0.14,47.54,8.9,10.8,422,3.0
Tyle Kroft,1,NYJ,6,TE,0.00,0.00,8.0,7.9,0.0,0.0,0.70,33.28,9.5,8.9,296,2.0
Ryan Griffin,2,NYJ,6,TE,0.00,0.00,8.0,7.9,0.0,0.0,0.30,14.26,9.5,8.9,127,1.0
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,%Play,Comp%,Comp,ATT,YPA,Yards,TDs,Ints,Att,Rush,TDs,
Philadelphia Passing,,PHI,14,QB,100.00,60%,347.8,576.5,6.7,3850.8,23.54,13.00,159,748,7.00,
Jalen Hurts,1,PHI,14,QB,0.97,60%,337.4,559.2,6.5,3634.3,23.00,12.00,159,748,7.00,
Gardner Minshew,2,PHI,14,QB,0.03,61%,10.6,17.3,6.8,117.6,0.71,0.39,0,0,0.00,
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,% ATT,ATT,YPA,YPAA,Rush,TDs,%Ctch,Catch,YPC,YPCA,REC,TDs
Philadelphia Rushing,,PHI,14,RB,100.00,482.82,4.5,4.3,2207.9,20.0,0.22,76.51,7.6,7.4,580,3.0
Miles Sanders,1,PHI,14,RB,0.45,217.27,4.7,4.6,998.0,10.0,0.65,49.73,8.2,7.6,378,2.0
Boston Scott,2,PHI,14,RB,0.14,67.59,4.0,3.9,263.2,2.0,0.22,16.83,7.9,7.3,123,1.0
Kenneth Gainwell,3,PHI,14,RB,0.08,38.63,4.3,4.2,162.0,1.0,0.13,9.95,8.5,7.9,79,0.8
Jordan Howard,4,PHI,14,RB,0.00,0.00,4.2,4.1,0.0,0.0,0.00,0.00,7.8,7.2,0,0.0
Jalen Hurts,,PHI,14,QB,0.33,159.33,4.8,4.7,747.8,7.0,,,,,,
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,% ATT,ATT,YPA,YPAA,Rush,TDs,%Ctch,Catch,YPC,YPCA,REC,TDs
Philadelphia REC WR,,PHI,14,WR,0.01,5.15,7.2,4.2,36.9,0.2,0.43,149.55,13.6,12.6,2029,12.0
DeVonta Smith,1,PHI,14,WR,0.01,4.00,7.8,7.7,30.7,0.0,0.47,70.29,14.6,14.3,1004,6.0
Jalen Reagor,2,PHI,14,WR,0.00,0.00,6.2,6.1,0.0,0.0,0.32,47.86,13.0,12.7,607,4.0
Quez Watkins,3,PHI,14,WR,0.00,0.00,6.1,6.0,0.0,0.0,0.15,22.43,15.6,15.3,343,2.0
Greg Ward,4,PHI,14,WR,0.00,1.16,5.4,5.3,6.1,0.0,0.06,8.97,8.7,8.4,75,0.0
J.J. Arcega-Whiteside,5,PHI,14,WR,0.00,0.00,6.1,6.0,0.0,0.0,0.00,0.00,14.7,14.4,0,0.0
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,% ATT,ATT,YPA,YPAA,Rush,TDs,%Ctch,Catch,YPC,YPCA,REC,TDs
Philadelphia REC TE,,PHI,14,TE,0.00,0.00,0.0,4.2,0.0,0.0,0.35,121.73,10.2,10.8,1243,8.0
Dallas Goedert,1,PHI,14,TE,0.00,0.00,8.0,7.9,0.0,0.0,0.52,63.30,11.4,10.8,683,4.0
Zach Ertz,2,PHI,14,TE,0.00,0.00,8.0,7.9,0.0,0.0,0.48,58.43,10.2,9.6,560,4.0
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,%Play,Comp%,Comp,ATT,YPA,Yards,TDs,Ints,Att,Rush,TDs,
Pittsburgh Passing,,PIT,7,QB,100.00,65%,409.7,626.0,7.2,4512.3,33.23,13.00,32,38,1.00,
Ben Roethlisberger,1,PIT,7,QB,0.95,65%,389.2,594.7,7.2,4311.0,33.00,12.00,32,38,1.00,
Mason Rudolph,2,PIT,7,QB,0.05,61%,19.1,31.3,7.2,225.4,1.66,0.65,0,0,0.00,
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,% ATT,ATT,YPA,YPAA,Rush,TDs,%Ctch,Catch,YPC,YPCA,REC,TDs
Pittsburgh Rushing,,PIT,7,RB,100.00,400.32,3.9,4.3,1584.5,12.0,0.15,61.45,7.4,7.4,456,2.0
Najee Harris,1,PIT,7,RB,0.65,260.21,4.3,4.2,1091.2,10.0,0.75,46.09,8.3,7.7,355,2.0
Benny Snell,2,PIT,7,RB,0.19,76.06,4.0,3.9,296.1,1.0,0.15,9.22,6.9,6.3,58,0.0
Anthony McFarland,3,PIT,7,RB,0.06,24.02,4.3,4.2,100.7,0.0,0.06,3.69,8.1,7.5,28,0.0
Kalen Ballage,4,PIT,7,RB,0.02,8.01,4.0,3.9,31.2,0.0,0.04,2.46,6.8,6.2,15,0.0
Ben Roethlisberger,,PIT,7,QB,0.08,32.03,1.3,1.2,38.2,1.0,,,,,,
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,% ATT,ATT,YPA,YPAA,Rush,TDs,%Ctch,Catch,YPC,YPCA,REC,TDs
Pittsburgh REC WR,,PIT,7,WR,0.01,4.00,6.8,4.2,27.1,0.1,0.66,270.38,12.0,12.6,3257,22.0
Juju Smith-Schuster,1,PIT,7,WR,0.00,1.00,7.1,7.0,7.0,0.0,0.32,86.52,11.0,10.7,924,7.0
Diontae Johnson,2,PIT,7,WR,0.01,3.00,6.8,6.7,20.1,0.0,0.31,83.82,11.5,11.2,937,6.0
Chase Claypool,3,PIT,7,WR,0.00,0.00,8.9,8.8,0.0,0.0,0.27,73.00,14.3,14.0,1021,7.0
James Washington,4,PIT,7,WR,0.00,0.00,5.4,5.3,0.0,0.0,0.10,27.04,14.2,13.9,375,2.0
Ray-Ray McCloud,5,PIT,7,WR,0.00,0.00,6.1,6.0,0.0,0.0,0.00,0.00,9.8,9.5,0,0.0
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,% ATT,ATT,YPA,YPAA,Rush,TDs,%Ctch,Catch,YPC,YPCA,REC,TDs
Pittsburgh REC TE,,PIT,7,TE,0.00,0.00,0.0,4.2,0.0,0.0,0.19,77.84,10.3,10.8,799,7.0
Eric Ebron,1,PIT,7,TE,0.00,0.00,8.0,7.9,0.0,0.0,0.65,50.59,10.5,9.9,500,4.5
Pat Freiermuth,2,PIT,7,TE,0.00,0.00,8.0,7.9,0.0,0.0,0.35,27.24,11.6,11.0,299,2.5
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,%Play,Comp%,Comp,ATT,YPA,Yards,TDs,Ints,Att,Rush,TDs,
San Francisco Passing,,SF,6,QB,100.00,68%,360.2,527.0,7.9,4157.8,27.04,12.00,90,503,5.00,
Trey Lance,1,SF,6,QB,0.75,68%,270.1,395.3,8.0,3181.4,21.00,9.00,90,503,5.00,
Jimmy Garoppolo,2,SF,6,QB,0.25,63%,83.0,131.8,7.4,975.0,6.76,3.00,0,0,0.00,
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,% ATT,ATT,YPA,YPAA,Rush,TDs,%Ctch,Catch,YPC,YPCA,REC,TDs
San Francisco Rushing,,SF,6,RB,100.00,499.32,5.0,4.3,2607.9,22.1,0.22,79.24,8.3,7.4,656,6.0
Trey Sermon,1,SF,6,RB,0.42,209.71,4.6,4.5,942.3,10.0,0.35,27.73,8.1,7.5,208,3.0
Raheem Mostert,2,SF,6,RB,0.30,149.80,5.0,4.9,733.0,5.0,0.21,16.64,9.7,9.1,151,1.0
Wayne Gallman,3,SF,6,RB,0.09,44.94,4.1,4.0,179.5,1.0,0.17,13.47,7.2,6.6,89,0.0
Kyle Juszczyk,4,SF,6,RB,0.01,4.99,3.7,3.6,17.9,1.0,0.27,21.39,10.3,9.7,208,2.0
Trey Lance,,SF,6,QB,0.18,89.88,5.7,5.6,502.7,5.0,,,,,,
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,% ATT,ATT,YPA,YPAA,Rush,TDs,%Ctch,Catch,YPC,YPCA,REC,TDs
San Francisco REC WR,,SF,6,WR,0.05,25.00,9.3,4.0,232.4,1.1,0.50,180.08,12.9,12.6,2320,13.0
Deebo Samuel,1,SF,6,WR,0.03,15.00,9.8,9.7,145.4,1.0,0.42,75.64,13.8,13.5,1020,6.0
