Player	Team	Position	Floor	Mean	Ceiling	SD	Risk	"Drop Off"	Tier	ADP
Josh Allen	BUF	QB	24.4	25.9	27.2	1.22	2.51	1.79	1
Patrick Mahomes	KC	QB	23	24.1	25.3	0.938	3.5	1.37	2
Kyler Murray	ARI	QB	21.4	22.7	23.8	1.13	3.05	0.746	2
Jalen Hurts	PHI	QB	17.7	21.9	24.7	2.86	5.6	0.742	3
Justin Herbert	LAC	QB	20.5	21.2	21.6	0.458	4.46	0.2	3
Matthew Stafford	LAR	QB	18.8	21	22.9	1.78	4.36	0.418	4
Dak Prescott	DAL	QB	19.9	20.6	21.7	0.726	3.44	0.0103	4
Tom Brady	TB	QB	18.8	20.6	21.9	1.21	4.02	0.462	4
Kirk Cousins	MIN	QB	18.7	20.1	21.4	1.07	4.91	0.493	5
Joe Burrow	CIN	QB	18.7	19.6	20.4	0.739	3.4	0.256	5
Ryan Tannehill	TEN	QB	18.3	19.4	20.3	0.805	3.34	0.201	5
Aaron Rodgers	GB	QB	16.2	19.2	20.3	1.84	4.53	0.587	5
Matt Ryan	ATL	QB	17.3	18.6	19.9	1.09	4.31	0.0993	6
Derrick Henry	TEN	RB	15.8	18.6	20.3	1.81	4.81	0.915	1
Teddy Bridgewater	DEN	QB	17.3	18.5	19.3	0.833	7.66	0.0971	6
Cooper Kupp	LAR	WR	16.5	18.5	20.2	1.52	4.54	0.167	1
Daniel Jones	NYG	QB	17.5	18.4	20	1.06	5.42	0.199	6
Davante Adams	GB	WR	17.3	18.3	19.1	1.34	10.6	1.05	1
Carson Wentz	IND	QB	17.4	18.2	19.7	1.01	5.87	0.347	6
Sam Darnold	CAR	QB	15.9	17.8	20.5	1.83	5.78	0.394	7
Alvin Kamara	NO	RB	16.3	17.7	19.5	1.23	4.56	0.726	1
Jameis Winston	NO	QB	14.4	17.4	19.6	2.5	5.66	0.152	7
Trevor Lawrence	JAC	QB	16.8	17.3	18.3	0.727	5.56	0.309	7
Tyreek Hill	KC	WR	15.9	17.3	18.3	0.939	3.54	1.35	2
Geno Smith	SEA	QB	16.5	17	17.7	0.574	4.41	0.998	8
Dalvin Cook	MIN	RB	15.2	17	17.8	1.27	4.57	0.298	2
Austin Ekeler	LAC	RB	16	16.7	17.7	0.81	3.84	0.45	2
D'Andre Swift	DET	RB	15.7	16.2	16.7	0.406	3.51	0.2	3
Jared Goff	DET	QB	12.9	16	17.7	2.2	5.52	0.267	8
Najee Harris	PIT	RB	14.6	16	17.1	1.09	4.17	0.384	3
Ja'Marr Chase	CIN	WR	14.1	15.9	17	1.22	4.09	0.227	2
Travis Kelce	KC	TE	14.7	15.8	16.9	0.898	3.98	5.31	1
Ben Roethlisberger	PIT	QB	12.8	15.7	18.2	2.44	5.52	0.169	8
Stefon Diggs	BUF	WR	15.1	15.7	16.5	0.607	3.32	0.448	2
Nick Chubb	CLE	RB	14	15.6	17	1.32	6.16	0.0223	3
Jonathan Taylor	IND	RB	14.9	15.6	16.4	0.717	3.86	0.188	3
Mac Jones	NE	QB	14.3	15.5	16.9	1.41	5.78	0.145	8
Taylor Heinicke	WAS	QB	11	15.4	17.3	2.96	5.08	0.318	9
Darrell Henderson	LAR	RB	14.1	15.4	16.9	1.18	4.61	0.013	3
Ezekiel Elliott	DAL	RB	13.9	15.4	17.5	1.59	4.88	0.385	4
Deebo Samuel	SF	WR	14.6	15.2	15.8	0.452	2.88	0.317	3
Tua Tagovailoa	MIA	QB	13.7	15.1	16.2	1.13	6.85	0.602	9
James Robinson	JAC	RB	13.9	15	16.9	1.24	4.82	0.609	4
DK Metcalf	SEA	WR	12.6	14.9	16.6	1.6	5.09	0.225	3
Justin Jefferson	MIN	WR	13.9	14.7	15.1	0.462	3.15	0.0532	3
D.J. Moore	CAR	WR	13.6	14.6	16.1	0.98	3.82	0.81	4
Tyrod Taylor	HOU	QB	13.7	14.5	15.3	1.12	8.33	0.105	9
Jimmy Garoppolo	SF	QB	13.3	14.4	15.8	1.06	4.83	0.534	10
